lap,time,accumulated_time,ave_heart_rate,max_heart_rate,ave_pitch,ave_grond,right_GCT,left_GCT,ave_stride,ave_vertical_motion,ave_Vertical_movement_ratio,calorie,high_pace,high_pitch,ave_move_pace,height,weight,VO2Max
2.0,244.0,485.0,171.0,181.0,167.0,191.0,52.3,47.7,1.52,9.7,6.2,61.0,226.0,171.0,237.0,181.0,63.0,63.0
3.0,241.5,727.0,167.0,172.0,167.0,193.0,51.1,48.9,1.52,9.9,6.3,58.0,231.0,173.0,237.0,181.0,63.0,63.0
1.0,261.5,261.0,143.0,159.0,163.0,188.0,49.6,50.4,1.44,10.9,7.3,55.0,207.0,171.0,255.0,181.0,63.0,63.0
2.0,247.6,509.0,163.0,173.0,164.0,190.0,50.9,49.1,1.5,10.9,7.0,61.0,222.0,170.0,247.0,181.0,63.0,63.0
3.0,240.7,750.0,161.0,171.0,163.0,190.0,51.6,48.4,1.49,11.5,7.5,58.0,230.0,169.0,240.0,181.0,63.0,63.0
1.0,302.5,302.0,152.0,166.0,162.0,197.0,51.7,48.3,1.26,10.9,8.6,69.0,278.0,165.0,302.0,181.0,63.0,63.0
2.0,286.5,589.0,161.0,168.0,163.0,197.0,52.6,47.4,1.29,10.9,8.2,70.0,273.0,165.0,287.0,181.0,63.0,63.0
3.0,293.8,883.0,164.0,173.0,164.0,196.0,52.8,47.3,1.28,10.7,8.2,72.0,273.0,165.0,293.0,181.0,63.0,63.0
2.0,237.2,478.0,174.0,186.0,171.0,196.0,51.7,48.3,1.48,10.3,6.7,62.0,233.0,175.0,236.0,181.0,63.0,63.0
3.0,235.4,714.0,184.0,186.0,171.0,194.0,52.6,47.4,1.51,10.1,6.4,65.0,221.0,175.0,234.0,181.0,63.0,63.0
2.0,240.4,472.0,160.0,171.0,169.0,197.0,49.7,50.3,1.51,9.8,6.2,58.0,235.0,172.0,237.0,181.0,63.0,63.0
3.0,239.9,712.0,167.0,173.0,169.0,200.0,49.8,50.2,1.51,9.9,6.4,60.0,230.0,171.0,236.0,181.0,63.0,63.0
1.0,228.9,228.0,150.0,175.0,170.0,184.0,51.1,48.9,1.55,9.6,6.2,50.0,197.0,188.0,226.0,181.0,63.0,63.0
2.0,229.2,458.0,171.0,179.0,170.0,183.0,51.2,48.8,1.58,9.7,5.9,59.0,222.0,173.0,224.0,181.0,63.0,63.0
3.0,229.3,687.0,176.0,181.0,170.0,184.0,52.1,47.9,1.55,9.7,6.0,61.0,225.0,173.0,227.0,181.0,63.0,63.0
1.0,178.2,178.0,159.0,187.0,186.0,165.0,55.3,44.7,1.76,6.9,4.3,42.0,159.0,206.0,176.0,181.0,63.0,63.0
1.0,206.3,206.0,158.0,179.0,172.0,175.0,53.3,46.7,1.71,8.9,5.0,47.0,193.0,179.0,201.0,181.0,63.0,63.0
2.0,208.5,414.0,175.0,182.0,176.0,179.0,55.1,44.9,1.69,8.8,4.9,54.0,195.0,179.0,203.0,181.0,63.0,63.0
3.0,209.1,624.0,177.0,182.0,176.0,179.0,54.7,45.3,1.68,8.7,4.9,55.0,201.0,179.0,203.0,181.0,63.0,63.0
1.0,205.9,205.0,141.0,153.0,175.0,184.0,57.5,42.5,1.69,9.0,5.6,41.0,192.0,180.0,203.0,181.0,63.0,63.0
2.0,209.6,415.0,165.0,176.0,174.0,186.0,58.1,41.9,1.7,9.1,5.1,51.0,200.0,177.0,203.0,181.0,63.0,63.0
3.0,211.5,627.0,187.0,193.0,174.0,188.0,57.6,42.4,1.66,8.9,5.1,59.0,197.0,176.0,207.0,181.0,63.0,63.0
1.0,173.7,173.0,151.0,169.0,188.0,196.0,50.4,49.6,1.89,8.4,4.5,37.0,167.0,199.0,170.0,181.0,63.0,63.0
1.0,175.2,175.0,187.0,197.0,189.0,187.0,49.7,50.3,1.83,8.0,4.2,49.0,168.0,194.0,170.0,181.0,63.0,63.0
1.0,280.2,280.0,144.0,159.0,159.0,209.0,49.2,50.8,1.3,11.2,8.7,57.0,262.0,162.0,280.0,181.0,63.0,63.0
2.0,279.6,559.0,153.0,165.0,160.0,210.0,49.0,51.0,1.31,11.1,8.4,61.0,259.0,166.0,279.0,181.0,63.0,63.0
3.0,271.8,832.0,160.0,164.0,161.0,208.0,49.8,50.3,1.34,11.2,8.1,64.0,263.0,165.0,271.0,181.0,63.0,63.0
1.0,329.9,329.0,139.0,160.0,161.0,230.0,50.3,49.7,1.16,10.6,8.9,63.0,270.0,172.0,321.0,181.0,63.0,63.0
2.0,298.3,628.0,151.0,165.0,159.0,230.0,49.8,50.2,1.22,11.0,8.8,65.0,282.0,166.0,298.0,181.0,63.0,63.0
3.0,313.4,942.0,132.0,163.0,159.0,231.0,50.1,49.9,1.19,10.9,9.3,48.0,278.0,168.0,307.0,181.0,63.0,63.0
1.0,301.1,301.0,141.0,154.0,156.0,214.0,50.6,49.4,1.28,11.5,8.8,59.0,283.0,162.0,301.0,181.0,63.0,63.0
2.0,283.5,584.0,161.0,167.0,161.0,207.0,50.1,49.9,1.32,10.9,8.0,66.0,256.0,165.0,283.0,181.0,63.0,63.0
3.0,271.9,856.0,162.0,166.0,159.0,207.0,50.2,49.8,1.39,11.4,8.0,64.0,265.0,163.0,271.0,181.0,63.0,63.0
1.0,257.4,257.0,155.0,169.0,162.0,204.0,49.4,50.6,1.38,11.6,8.5,57.0,227.0,168.0,255.0,181.0,63.0,63.0
2.0,238.2,495.0,171.0,186.0,169.0,186.0,49.8,50.2,1.51,10.4,6.6,58.0,205.0,183.0,238.0,181.0,63.0,63.0
3.0,237.1,733.0,184.0,189.0,168.0,203.0,49.9,50.1,1.48,10.2,6.7,63.0,225.0,186.0,236.0,181.0,63.0,63.0
1.0,304.9,304.0,133.0,153.0,158.0,224.0,50.8,49.2,1.27,11.3,8.8,53.0,232.0,163.0,295.0,181.0,63.0,63.0
2.0,291.4,596.0,162.0,173.0,156.0,222.0,50.6,49.4,1.29,11.7,8.8,67.0,270.0,161.0,290.0,181.0,63.0,63.0
3.0,281.7,878.0,166.0,176.0,157.0,219.0,50.6,49.4,1.37,11.6,8.3,67.0,197.0,164.0,282.0,181.0,63.0,63.0
1.0,238.5,238.0,163.0,186.0,167.0,206.0,49.8,50.2,1.55,10.2,6.4,54.0,88.0,183.0,234.0,181.0,63.0,63.0
2.0,240.4,478.0,186.0,187.0,167.0,218.0,49.5,50.5,1.52,10.0,6.3,64.0,230.0,172.0,238.0,181.0,63.0,63.0
3.0,241.5,720.0,186.0,188.0,166.0,218.0,49.7,50.3,1.52,10.0,6.3,64.0,234.0,172.0,240.0,181.0,63.0,63.0
1.0,282.5,282.0,153.0,166.0,160.0,223.0,50.5,49.5,1.32,12.1,9.0,63.0,252.0,164.0,282.0,181.0,63.0,63.0
2.0,287.3,569.0,174.0,179.0,164.0,217.0,50.8,49.2,1.29,10.9,8.2,73.0,259.0,169.0,287.0,181.0,63.0,63.0
3.0,284.5,854.0,177.0,180.0,164.0,221.0,51.2,48.8,1.32,11.1,8.2,74.0,258.0,168.0,285.0,181.0,63.0,63.0
1.0,181.5,181.0,150.0,189.0,186.0,197.0,49.3,50.7,1.78,8.1,4.2,38.0,166.0,199.0,175.0,181.0,63.0,63.0
2.0,186.4,367.0,195.0,199.0,185.0,206.0,49.6,50.4,1.77,8.2,4.4,56.0,144.0,212.0,182.0,181.0,63.0,63.0
1.0,415.1,415.0,168.0,184.0,167.0,214.0,49.6,50.4,1.4,10.1,7.3,102.0,203.0,176.0,250.0,181.0,63.0,63.0
1.0,241.2,241.0,155.0,171.0,169.0,208.0,48.6,51.4,1.44,10.0,6.9,54.0,207.0,179.0,235.0,181.0,63.0,63.0
2.0,240.2,481.0,171.0,174.0,168.0,211.0,48.8,51.2,1.53,10.1,6.3,60.0,229.0,172.0,233.0,181.0,63.0,63.0
3.0,239.8,721.0,175.0,183.0,168.0,212.0,49.4,50.6,1.53,10.0,6.3,61.0,230.0,170.0,233.0,181.0,63.0,63.0
1.0,206.5,206.0,164.0,188.0,165.0,225.0,49.7,50.3,1.72,12.3,7.0,48.0,185.0,186.0,202.0,181.0,63.0,63.0
2.0,210.2,416.0,192.0,194.0,164.0,227.0,49.4,50.6,1.76,12.8,7.0,60.0,201.0,167.0,210.0,181.0,63.0,63.0
1.0,300.9,300.0,154.0,166.0,157.0,235.0,50.3,49.7,1.2,11.2,9.2,67.0,269.0,165.0,301.0,181.0,63.0,63.0
2.0,252.1,553.0,177.0,184.0,161.0,222.0,51.3,48.7,1.45,10.8,7.2,64.0,221.0,186.0,252.0,181.0,63.0,63.0
3.0,301.2,854.0,177.0,182.0,159.0,235.0,50.6,49.4,1.21,10.7,8.6,76.0,279.0,171.0,301.0,181.0,63.0,63.0
1.0,344.2,344.0,158.0,175.0,151.0,254.0,50.0,50.0,1.1,11.8,10.9,78.0,271.0,162.0,344.0,181.0,63.0,63.0
2.0,293.0,637.0,181.0,185.0,158.0,230.0,50.6,49.4,1.3,11.1,8.3,76.0,262.0,164.0,293.0,181.0,63.0,63.0
1.0,281.4,281.0,143.0,160.0,148.0,238.0,51.2,48.8,1.3,12.2,9.2,56.0,264.0,158.0,281.0,181.0,63.0,63.0
2.0,310.4,591.0,163.0,170.0,151.0,239.0,50.5,49.5,1.27,11.8,9.0,73.0,282.0,159.0,309.0,181.0,63.0,63.0
3.0,300.3,892.0,166.0,175.0,154.0,228.0,50.6,49.4,1.31,11.9,8.8,71.0,279.0,166.0,300.0,181.0,63.0,63.0
1.0,304.4,304.0,149.0,169.0,157.0,220.0,50.7,49.3,1.26,12.0,9.4,64.0,273.0,162.0,304.0,181.0,63.0,63.0
2.0,298.2,603.0,168.0,174.0,160.0,223.0,50.0,50.0,1.27,11.4,8.7,72.0,273.0,168.0,298.0,181.0,63.0,63.0
3.0,291.4,894.0,169.0,175.0,158.0,228.0,50.3,49.7,1.32,11.4,8.4,70.0,267.0,167.0,290.0,181.0,63.0,63.0
1.0,257.1,257.0,155.0,176.0,162.0,215.0,48.7,51.3,1.47,11.0,7.2,54.0,216.0,167.0,257.0,181.0,63.0,63.0
2.0,233.5,490.0,178.0,180.0,162.0,211.0,48.5,51.5,1.58,10.9,6.7,59.0,229.0,165.0,234.0,181.0,63.0,63.0
3.0,233.4,724.0,184.0,188.0,162.0,213.0,48.9,51.1,1.59,10.8,6.5,61.0,229.0,168.0,233.0,181.0,63.0,63.0
1.0,361.6,361.0,156.0,167.0,161.0,253.0,49.8,50.2,1.02,10.0,9.6,81.0,348.0,166.0,362.0,181.0,63.0,63.0
2.0,348.9,710.0,158.0,163.0,160.0,249.0,49.5,50.5,1.08,10.6,9.6,78.0,330.0,164.0,348.0,181.0,63.0,63.0
1.0,291.1,291.0,136.0,158.0,154.0,229.0,49.8,50.3,1.35,12.9,9.7,53.0,234.0,167.0,290.0,181.0,63.0,63.0
2.0,295.8,586.0,159.0,167.0,151.0,233.0,50.0,50.0,1.34,13.6,10.1,67.0,239.0,159.0,296.0,181.0,63.0,63.0
3.0,295.9,883.0,163.0,168.0,151.0,232.0,50.0,50.0,1.35,14.0,10.4,69.0,239.0,162.0,296.0,181.0,63.0,63.0
1.0,250.6,250.0,159.0,179.0,155.0,189.0,50.5,49.5,1.52,13.2,8.6,54.0,233.0,164.0,251.0,181.0,63.0,63.0
2.0,258.0,508.0,175.0,181.0,155.0,192.0,50.5,49.5,1.52,13.3,8.5,59.0,244.0,158.0,258.0,181.0,63.0,63.0
3.0,271.9,781.0,178.0,187.0,155.0,204.0,50.3,49.7,1.42,13.0,8.8,62.0,265.0,158.0,271.0,181.0,63.0,63.0
